YJコード,品名,成分名,規格,薬価,経過措置期限
2190104F1075,アマルエット配合錠４番「ケミファ」,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物,１錠,31.7,
2190105F1029,ユバンシ配合錠,マシテンタン・タダラフィル,１錠,13272.5,
2221002F1017,エフェドリン塩酸塩錠,エフェドリン塩酸塩,２５ｍｇ１錠,9.8,
2221002X1012,エフェドリン塩酸塩,エフェドリン塩酸塩,１ｇ,107.5,
2221003B2016,ｄｌ－メチルエフェドリン塩酸塩散１０％,ｄｌ－メチルエフェドリン塩酸塩,１０％１ｇ,8,
2221003B2083,メチルエフェドリン散１０％「フソー」,ｄｌ－メチルエフェドリン塩酸塩,１０％１ｇ,10,
2221003B2199,ｄｌ－メチルエフェドリン塩酸塩散１０％「メタル」,ｄｌ－メチルエフェドリン塩酸塩,１０％１ｇ,10,
2222001A1012,ノスカピン,ノスカピン,１ｇ,241.5,
2223001B1210,メジコン散１０％,デキストロメトルファン臭化水素酸塩水和物,１０％１ｇ,24.1,
2223001C1045,デキストロメトルファン臭化水素酸塩細粒１０％「ツルハラ」,デキストロメトルファン臭化水素酸塩水和物,１０％１ｇ,20.8,
2223001F2099,メジコン錠１５ｍｇ,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,8.5,
2223001F2137,デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ＮＰ」,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,8.6,
2223001F2145,デキストロメトルファン臭化水素酸塩錠１５ｍｇ「トーワ」,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,6.3,
2223001F2153,デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ツルハラ」,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,8.6,
2224001F3122,ペントキシベリンクエン酸塩錠１５ｍｇ「ツルハラ」,ペントキシベリンクエン酸塩,１５ｍｇ１錠,8.3,
2229001B1051,アストミン散１０％,ジメモルファンリン酸塩,１０％１ｇ,26.6,
2229001F1053,アストミン錠１０ｍｇ,ジメモルファンリン酸塩,１０ｍｇ１錠,6.8,
2229001F1070,ジメモルファンリン酸塩錠１０ｍｇ「ＴＣＫ」,ジメモルファンリン酸塩,１０ｍｇ１錠,6.8,
2229001Q1054,アストミンシロップ０．２５％,ジメモルファンリン酸塩,０．２５％１ｍＬ,7.1,
2229001Q1070,ジメモルファンリン酸塩シロップ小児用０．２５％「ＴＣＫ」,ジメモルファンリン酸塩,０．２５％１ｍＬ,7.1,
2229001R1033,ジメモルファンリン酸塩ＤＳ小児用２．５％「タカタ」,ジメモルファンリン酸塩,２．５％１ｇ,22.7,
2229002D1030,コルドリン顆粒４．１７％,クロフェダノール塩酸塩,４．１７％１ｇ,21.7,
2229002F1031,コルドリン錠１２．５ｍｇ,クロフェダノール塩酸塩,１２．５ｍｇ１錠,6.9,
2229004F1030,フスタゾール糖衣錠１０ｍｇ,クロペラスチン塩酸塩,１０ｍｇ１錠,6.3,
2229006B1038,フスタゾール散１０％,クロペラスチンフェンジゾ酸塩,１０％１ｇ,25.1,
2229006F1030,フスタゾール錠小児用２．５ｍｇ,クロペラスチンフェンジゾ酸塩,２．５ｍｇ１錠,10.8,
2229101F1051,クロフェドリンＳ配合錠,鎮咳配合剤,１錠,7.1,
2229101F1060,フスコデ配合錠,鎮咳配合剤,１錠,7.1,
2229102Q1120,フスコデ配合シロップ,鎮咳配合剤,１ｍＬ,7.1,
2229102Q1162,ムコブロチン配合シロップ,鎮咳配合剤,１ｍＬ,7.1,
2229102Q1170,ライトゲン配合シロップ,鎮咳配合剤,１ｍＬ,7.1,
2229114F2039,カフコデＮ配合錠,ジプロフィリン・ジヒドロコデイン配合剤,１錠,8.9,
2231001Q1010,セネガシロップ,セネガシロップ,１０ｍＬ,17.9,
2232001X1011,アンモニア・ウイキョウ精,アンモニア・ウイキョウ精,１０ｍＬ,27.8,
2233001F1234,チスタニン糖衣錠１００ｍｇ,Ｌ－エチルシステイン塩酸塩,１００ｍｇ１錠,6.3,
2233002C1089,カルボシステイン細粒５０％「ツルハラ」,Ｌ－カルボシステイン,５０％１ｇ,19.6,
2233002F1018,Ｌ－カルボシステイン２５０ｍｇ錠,Ｌ－カルボシステイン,２５０ｍｇ１錠,10.8,
2233002F1174,ムコダイン錠２５０ｍｇ,Ｌ－カルボシステイン,２５０ｍｇ１錠,10.8,
2233002F2014,Ｌ－カルボシステイン５００ｍｇ錠,Ｌ－カルボシステイン,５００ｍｇ１錠,10.8,
2233002F2022,ムコダイン錠５００ｍｇ,Ｌ－カルボシステイン,５００ｍｇ１錠,10.8,
2233002Q1019,Ｌ－カルボシステイン５％シロップ,Ｌ－カルボシステイン,５％１ｍＬ,5.4,
2233002Q1035,ムコダインシロップ５％,Ｌ－カルボシステイン,５％１ｍＬ,7.1,
2233002Q1124,カルボシステインシロップ小児用５％「トーワ」,Ｌ－カルボシステイン,５％１ｍＬ,5.8,
2233002R2029,ムコダインＤＳ５０％,Ｌ－カルボシステイン,５０％１ｇ,13.7,
2233002R2037,カルボシステインＤＳ５０％「タカタ」,Ｌ－カルボシステイン,５０％１ｇ,12.5,
2233002R2045,カルボシステインＤＳ５０％「ツルハラ」,Ｌ－カルボシステイン,５０％１ｇ,12.5,
2233002R2061,カルボシステインＤＳ５０％「トーワ」,Ｌ－カルボシステイン,５０％１ｇ,12.5,
2233002R2070,カルボシステインドライシロップ５０％「ＮＩＧ」,Ｌ－カルボシステイン,５０％１ｇ,12.5,
2233004F1025,クリアナール錠２００ｍｇ,フドステイン,２００ｍｇ１錠,10.8,
2233004F1033,スペリア錠２００,フドステイン,２００ｍｇ１錠,10.8,
2233004S1023,クリアナール内用液８％,フドステイン,８％１ｍＬ,6.5,
2233004S1031,スペリア内用液８％,フドステイン,８％１ｍＬ,8.1,
2234001F1010,ブロムヘキシン塩酸塩４ｍｇ錠,ブロムヘキシン塩酸塩,４ｍｇ１錠,5.5,
2234001Q1135,ブロムヘキシン塩酸塩シロップ０．０８％「トーワ」,ブロムヘキシン塩酸塩,０．０８％１ｍＬ,1.8,
2239001F1017,アンブロキソール塩酸塩１５ｍｇ錠,アンブロキソール塩酸塩,１５ｍｇ１錠,6.1,
2239001F1696,ムコソルバン錠１５ｍｇ,アンブロキソール塩酸塩,１５ｍｇ１錠,6.3,
2239001G1020,アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ＺＥ」,アンブロキソール塩酸塩,４５ｍｇ１錠,16.1,
2239001G1039,アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「サワイ」,アンブロキソール塩酸塩,４５ｍｇ１錠,16.1,
2239001G1047,アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ニプロ」,アンブロキソール塩酸塩,４５ｍｇ１錠,16.1,
2239001G2027,ムコソルバンＬ錠４５ｍｇ,アンブロキソール塩酸塩,４５ｍｇ１錠,23.8,
2239001N1119,アンブロキソール塩酸塩Ｌカプセル４５ｍｇ「サワイ」,アンブロキソール塩酸塩,４５ｍｇ１カプセル,16.1,
2239001N1160,アンブロキソール塩酸塩徐放カプセル４５ｍｇ「トーワ」,アンブロキソール塩酸塩,４５ｍｇ１カプセル,11.4,
2239001N1178,アンブロキソール塩酸塩徐放カプセル４５ｍｇ「ＺＥ」,アンブロキソール塩酸塩,４５ｍｇ１カプセル,16.1,
2239001Q1018,アンブロキソール塩酸塩０．３％シロップ,アンブロキソール塩酸塩,０．３％１ｍＬ,5.6,
2239001Q1166,小児用ムコソルバンシロップ０．３％,アンブロキソール塩酸塩,０．３％１ｍＬ,7.1,
2239001R1013,アンブロキソール塩酸塩１．５％シロップ用,アンブロキソール塩酸塩,１．５％１ｇ,17.6,
2239001R1072,小児用ムコソルバンＤＳ１．５％,アンブロキソール塩酸塩,１．５％１ｇ,31.1,
2239001R2052,アンブロキソール塩酸塩ＤＳ３％「タカタ」,アンブロキソール塩酸塩,３％１ｇ,17.3,
2239001S1015,アンブロキソール塩酸塩０．７５％液,アンブロキソール塩酸塩,０．７５％１ｍＬ,3.2,
2239001S1112,ムコソルバン内用液０．７５％,アンブロキソール塩酸塩,０．７５％１ｍＬ,5.9,
2239001S1147,アンブロキソール塩酸塩内用液０．７５％「ツルハラ」,アンブロキソール塩酸塩,０．７５％１ｍＬ,5.9,
2239001S2046,アンブロキソール塩酸塩内用液０．３％「日医工」,アンブロキソール塩酸塩,０．３％１ｍＬ,6.8,
2241001X1010,キョウニン水,キョウニン水,１０ｍＬ,34.2,
2241001X1053,キョウニン水　シオエ,キョウニン水,１０ｍＬ,35,
2241001X1070,キョウニン水〈ハチ〉,キョウニン水,１０ｍＬ,35,
2241001X1100,キョウニン水「マルイシ」,キョウニン水,１０ｍＬ,35,
2241001X1118,キョウニン水（山善）,キョウニン水,１０ｍＬ,35,
2241003S1020,サリパラ液,オウヒエキス,１０ｍＬ,11.6,
2242001B2017,コデインリン酸塩散１％,コデインリン酸塩水和物,１％１ｇ,8,
2242001B2238,コデインリン酸塩散１％「シオエ」,コデインリン酸塩水和物,１％１ｇ,8.5,
2242001B2327,コデインリン酸塩散１％〈ハチ〉,コデインリン酸塩水和物,１％１ｇ,8.5,
2242001B2343,コデインリン酸塩散１％「メタル」,コデインリン酸塩水和物,１％１ｇ,10.5,
2242001B2351,コデインリン酸塩散１％「ホエイ」,コデインリン酸塩水和物,１％１ｇ,8.5,
2242001F1012,コデインリン酸塩錠,コデインリン酸塩水和物,５ｍｇ１錠,10.8,
2242001F1071,コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」,コデインリン酸塩水和物,５ｍｇ１錠,11.7,
2242002B2011,ジヒドロコデインリン酸塩散１％,ジヒドロコデインリン酸塩,１％１ｇ,11.3,
2242002B2305,ジヒドロコデインリン酸塩散１％「メタル」,ジヒドロコデインリン酸塩,１％１ｇ,11.3,
2242002B2313,ジヒドロコデインリン酸塩散１％「ホエイ」,ジヒドロコデインリン酸塩,１％１ｇ,11.3,
2249001F1030,レスプレン錠５ｍｇ,エプラジノン塩酸塩,５ｍｇ１錠,8.8,
2249001F2079,レスプレン錠２０ｍｇ,エプラジノン塩酸塩,２０ｍｇ１錠,11.7,
2249001F3032,レスプレン錠３０ｍｇ,エプラジノン塩酸塩,３０ｍｇ１錠,11.8,
2249003B1037,アスベリン散１０％,チペピジンヒベンズ酸塩,１０％１ｇ,22.6,
2249003F1012,チペピジンヒベンズ酸塩錠,チペピジンヒベンズ酸塩,１０ｍｇ１錠,13.8,
